tab 	magic_measurements
measurement_temp	er_citation_names	magic_software_packages	measurement_number	measurement_standard	er_site_name	er_sample_name	treatment_temp	magic_instrument_codes	er_location_name	measurement_magn_moment	measurement_flag	magic_experiment_name	measurement_lab_field_dc	er_specimen_name	treatment_dc_field	magic_method_codes	er_scientist_mail_names
273	This study	pmagpy-1.43b	39	u			273	SIO-Maud	unknown	3.581e-08	g	M428:LP-HYS	3.491e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	40	u			273	SIO-Maud	unknown	3.581e-08	g	M428:LP-HYS	3.451e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	41	u			273	SIO-Maud	unknown	3.577e-08	g	M428:LP-HYS	3.411e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	42	u			273	SIO-Maud	unknown	3.581e-08	g	M428:LP-HYS	3.371e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	43	u			273	SIO-Maud	unknown	3.581e-08	g	M428:LP-HYS	3.331e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	44	u			273	SIO-Maud	unknown	3.573e-08	g	M428:LP-HYS	3.291e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	45	u			273	SIO-Maud	unknown	3.578e-08	g	M428:LP-HYS	3.251e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	46	u			273	SIO-Maud	unknown	3.580e-08	g	M428:LP-HYS	3.211e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	47	u			273	SIO-Maud	unknown	3.575e-08	g	M428:LP-HYS	3.171e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	48	u			273	SIO-Maud	unknown	3.574e-08	g	M428:LP-HYS	3.131e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	49	u			273	SIO-Maud	unknown	3.575e-08	g	M428:LP-HYS	3.091e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	50	u			273	SIO-Maud	unknown	3.566e-08	g	M428:LP-HYS	3.051e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	51	u			273	SIO-Maud	unknown	3.564e-08	g	M428:LP-HYS	3.011e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	52	u			273	SIO-Maud	unknown	3.560e-08	g	M428:LP-HYS	2.971e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	53	u			273	SIO-Maud	unknown	3.561e-08	g	M428:LP-HYS	2.931e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	54	u			273	SIO-Maud	unknown	3.562e-08	g	M428:LP-HYS	2.891e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	55	u			273	SIO-Maud	unknown	3.553e-08	g	M428:LP-HYS	2.851e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	56	u			273	SIO-Maud	unknown	3.550e-08	g	M428:LP-HYS	2.811e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	57	u			273	SIO-Maud	unknown	3.544e-08	g	M428:LP-HYS	2.771e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	58	u			273	SIO-Maud	unknown	3.541e-08	g	M428:LP-HYS	2.731e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	59	u			273	SIO-Maud	unknown	3.538e-08	g	M428:LP-HYS	2.691e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	60	u			273	SIO-Maud	unknown	3.534e-08	g	M428:LP-HYS	2.651e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	61	u			273	SIO-Maud	unknown	3.527e-08	g	M428:LP-HYS	2.611e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	62	u			273	SIO-Maud	unknown	3.524e-08	g	M428:LP-HYS	2.571e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	63	u			273	SIO-Maud	unknown	3.519e-08	g	M428:LP-HYS	2.531e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	64	u			273	SIO-Maud	unknown	3.505e-08	g	M428:LP-HYS	2.491e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	65	u			273	SIO-Maud	unknown	3.505e-08	g	M428:LP-HYS	2.451e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	66	u			273	SIO-Maud	unknown	3.495e-08	g	M428:LP-HYS	2.411e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	67	u			273	SIO-Maud	unknown	3.491e-08	g	M428:LP-HYS	2.371e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	68	u			273	SIO-Maud	unknown	3.479e-08	g	M428:LP-HYS	2.331e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	69	u			273	SIO-Maud	unknown	3.469e-08	g	M428:LP-HYS	2.291e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	70	u			273	SIO-Maud	unknown	3.466e-08	g	M428:LP-HYS	2.251e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	71	u			273	SIO-Maud	unknown	3.458e-08	g	M428:LP-HYS	2.211e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	72	u			273	SIO-Maud	unknown	3.446e-08	g	M428:LP-HYS	2.171e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	73	u			273	SIO-Maud	unknown	3.435e-08	g	M428:LP-HYS	2.131e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	74	u			273	SIO-Maud	unknown	3.427e-08	g	M428:LP-HYS	2.091e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	75	u			273	SIO-Maud	unknown	3.414e-08	g	M428:LP-HYS	2.051e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	76	u			273	SIO-Maud	unknown	3.400e-08	g	M428:LP-HYS	2.011e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	77	u			273	SIO-Maud	unknown	3.392e-08	g	M428:LP-HYS	1.971e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	78	u			273	SIO-Maud	unknown	3.378e-08	g	M428:LP-HYS	1.931e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	79	u			273	SIO-Maud	unknown	3.362e-08	g	M428:LP-HYS	1.891e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	80	u			273	SIO-Maud	unknown	3.344e-08	g	M428:LP-HYS	1.851e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	81	u			273	SIO-Maud	unknown	3.333e-08	g	M428:LP-HYS	1.811e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	82	u			273	SIO-Maud	unknown	3.318e-08	g	M428:LP-HYS	1.771e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	83	u			273	SIO-Maud	unknown	3.302e-08	g	M428:LP-HYS	1.731e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	84	u			273	SIO-Maud	unknown	3.284e-08	g	M428:LP-HYS	1.691e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	85	u			273	SIO-Maud	unknown	3.266e-08	g	M428:LP-HYS	1.651e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	86	u			273	SIO-Maud	unknown	3.246e-08	g	M428:LP-HYS	1.611e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	87	u			273	SIO-Maud	unknown	3.225e-08	g	M428:LP-HYS	1.571e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	88	u			273	SIO-Maud	unknown	3.206e-08	g	M428:LP-HYS	1.531e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	89	u			273	SIO-Maud	unknown	3.182e-08	g	M428:LP-HYS	1.491e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	90	u			273	SIO-Maud	unknown	3.160e-08	g	M428:LP-HYS	1.451e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	91	u			273	SIO-Maud	unknown	3.136e-08	g	M428:LP-HYS	1.411e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	92	u			273	SIO-Maud	unknown	3.110e-08	g	M428:LP-HYS	1.371e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	93	u			273	SIO-Maud	unknown	3.079e-08	g	M428:LP-HYS	1.331e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	94	u			273	SIO-Maud	unknown	3.054e-08	g	M428:LP-HYS	1.291e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	95	u			273	SIO-Maud	unknown	3.023e-08	g	M428:LP-HYS	1.251e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	96	u			273	SIO-Maud	unknown	2.994e-08	g	M428:LP-HYS	1.211e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	97	u			273	SIO-Maud	unknown	2.963e-08	g	M428:LP-HYS	1.171e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	98	u			273	SIO-Maud	unknown	2.933e-08	g	M428:LP-HYS	1.131e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	99	u			273	SIO-Maud	unknown	2.889e-08	g	M428:LP-HYS	1.091e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	100	u			273	SIO-Maud	unknown	2.859e-08	g	M428:LP-HYS	1.051e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	101	u			273	SIO-Maud	unknown	2.821e-08	g	M428:LP-HYS	1.011e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	102	u			273	SIO-Maud	unknown	2.783e-08	g	M428:LP-HYS	9.713e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	103	u			273	SIO-Maud	unknown	2.736e-08	g	M428:LP-HYS	9.311e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	104	u			273	SIO-Maud	unknown	2.698e-08	g	M428:LP-HYS	8.911e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	105	u			273	SIO-Maud	unknown	2.652e-08	g	M428:LP-HYS	8.512e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	106	u			273	SIO-Maud	unknown	2.603e-08	g	M428:LP-HYS	8.112e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	107	u			273	SIO-Maud	unknown	2.547e-08	g	M428:LP-HYS	7.712e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	108	u			273	SIO-Maud	unknown	2.498e-08	g	M428:LP-HYS	7.312e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	109	u			273	SIO-Maud	unknown	2.445e-08	g	M428:LP-HYS	6.911e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	110	u			273	SIO-Maud	unknown	2.388e-08	g	M428:LP-HYS	6.513e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	111	u			273	SIO-Maud	unknown	2.324e-08	g	M428:LP-HYS	6.113e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	112	u			273	SIO-Maud	unknown	2.260e-08	g	M428:LP-HYS	5.714e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	113	u			273	SIO-Maud	unknown	2.194e-08	g	M428:LP-HYS	5.315e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	114	u			273	SIO-Maud	unknown	2.123e-08	g	M428:LP-HYS	4.914e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	115	u			273	SIO-Maud	unknown	2.047e-08	g	M428:LP-HYS	4.513e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	116	u			273	SIO-Maud	unknown	1.967e-08	g	M428:LP-HYS	4.114e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	117	u			273	SIO-Maud	unknown	1.883e-08	g	M428:LP-HYS	3.714e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	118	u			273	SIO-Maud	unknown	1.794e-08	g	M428:LP-HYS	3.316e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	119	u			273	SIO-Maud	unknown	1.700e-08	g	M428:LP-HYS	2.913e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	120	u			273	SIO-Maud	unknown	1.596e-08	g	M428:LP-HYS	2.515e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	121	u			273	SIO-Maud	unknown	1.494e-08	g	M428:LP-HYS	2.115e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	122	u			273	SIO-Maud	unknown	1.378e-08	g	M428:LP-HYS	1.715e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	123	u			273	SIO-Maud	unknown	1.256e-08	g	M428:LP-HYS	1.316e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	124	u			273	SIO-Maud	unknown	1.123e-08	g	M428:LP-HYS	9.158e-03	M428		LP-HYS	
273	This study	pmagpy-1.43b	125	u			273	SIO-Maud	unknown	9.804e-09	g	M428:LP-HYS	5.164e-03	M428		LP-HYS	
273	This study	pmagpy-1.43b	126	u			273	SIO-Maud	unknown	8.172e-09	g	M428:LP-HYS	1.178e-03	M428		LP-HYS	
273	This study	pmagpy-1.43b	127	u			273	SIO-Maud	unknown	6.144e-09	g	M428:LP-HYS	-2.833e-03	M428		LP-HYS	
273	This study	pmagpy-1.43b	128	u			273	SIO-Maud	unknown	4.155e-09	g	M428:LP-HYS	-6.835e-03	M428		LP-HYS	
273	This study	pmagpy-1.43b	129	u			273	SIO-Maud	unknown	2.295e-09	g	M428:LP-HYS	-1.083e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	130	u			273	SIO-Maud	unknown	4.031e-10	g	M428:LP-HYS	-1.484e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	131	u			273	SIO-Maud	unknown	-1.439e-09	g	M428:LP-HYS	-1.883e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	132	u			273	SIO-Maud	unknown	-3.073e-09	g	M428:LP-HYS	-2.282e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	133	u			273	SIO-Maud	unknown	-4.668e-09	g	M428:LP-HYS	-2.683e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	134	u			273	SIO-Maud	unknown	-6.200e-09	g	M428:LP-HYS	-3.084e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	135	u			273	SIO-Maud	unknown	-7.595e-09	g	M428:LP-HYS	-3.485e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	136	u			273	SIO-Maud	unknown	-8.977e-09	g	M428:LP-HYS	-3.883e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	137	u			273	SIO-Maud	unknown	-1.023e-08	g	M428:LP-HYS	-4.284e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	138	u			273	SIO-Maud	unknown	-1.144e-08	g	M428:LP-HYS	-4.684e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	139	u			273	SIO-Maud	unknown	-1.269e-08	g	M428:LP-HYS	-5.084e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	140	u			273	SIO-Maud	unknown	-1.384e-08	g	M428:LP-HYS	-5.485e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	141	u			273	SIO-Maud	unknown	-1.484e-08	g	M428:LP-HYS	-5.885e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	142	u			273	SIO-Maud	unknown	-1.594e-08	g	M428:LP-HYS	-6.283e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	143	u			273	SIO-Maud	unknown	-1.696e-08	g	M428:LP-HYS	-6.684e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	144	u			273	SIO-Maud	unknown	-1.793e-08	g	M428:LP-HYS	-7.083e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	145	u			273	SIO-Maud	unknown	-1.884e-08	g	M428:LP-HYS	-7.481e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	146	u			273	SIO-Maud	unknown	-1.972e-08	g	M428:LP-HYS	-7.882e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	147	u			273	SIO-Maud	unknown	-2.055e-08	g	M428:LP-HYS	-8.282e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	148	u			273	SIO-Maud	unknown	-2.132e-08	g	M428:LP-HYS	-8.681e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	149	u			273	SIO-Maud	unknown	-2.208e-08	g	M428:LP-HYS	-9.081e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	150	u			273	SIO-Maud	unknown	-2.283e-08	g	M428:LP-HYS	-9.482e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	151	u			273	SIO-Maud	unknown	-2.355e-08	g	M428:LP-HYS	-9.881e-02	M428		LP-HYS	
273	This study	pmagpy-1.43b	152	u			273	SIO-Maud	unknown	-2.408e-08	g	M428:LP-HYS	-1.028e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	153	u			273	SIO-Maud	unknown	-2.471e-08	g	M428:LP-HYS	-1.068e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	154	u			273	SIO-Maud	unknown	-2.532e-08	g	M428:LP-HYS	-1.108e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	155	u			273	SIO-Maud	unknown	-2.594e-08	g	M428:LP-HYS	-1.148e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	156	u			273	SIO-Maud	unknown	-2.644e-08	g	M428:LP-HYS	-1.188e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	157	u			273	SIO-Maud	unknown	-2.695e-08	g	M428:LP-HYS	-1.228e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	158	u			273	SIO-Maud	unknown	-2.743e-08	g	M428:LP-HYS	-1.268e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	159	u			273	SIO-Maud	unknown	-2.787e-08	g	M428:LP-HYS	-1.308e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	160	u			273	SIO-Maud	unknown	-2.834e-08	g	M428:LP-HYS	-1.348e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	161	u			273	SIO-Maud	unknown	-2.877e-08	g	M428:LP-HYS	-1.388e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	162	u			273	SIO-Maud	unknown	-2.913e-08	g	M428:LP-HYS	-1.428e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	163	u			273	SIO-Maud	unknown	-2.954e-08	g	M428:LP-HYS	-1.468e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	164	u			273	SIO-Maud	unknown	-2.986e-08	g	M428:LP-HYS	-1.508e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	165	u			273	SIO-Maud	unknown	-3.014e-08	g	M428:LP-HYS	-1.548e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	166	u			273	SIO-Maud	unknown	-3.045e-08	g	M428:LP-HYS	-1.588e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	167	u			273	SIO-Maud	unknown	-3.077e-08	g	M428:LP-HYS	-1.628e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	168	u			273	SIO-Maud	unknown	-3.110e-08	g	M428:LP-HYS	-1.668e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	169	u			273	SIO-Maud	unknown	-3.135e-08	g	M428:LP-HYS	-1.708e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	170	u			273	SIO-Maud	unknown	-3.157e-08	g	M428:LP-HYS	-1.748e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	171	u			273	SIO-Maud	unknown	-3.181e-08	g	M428:LP-HYS	-1.788e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	172	u			273	SIO-Maud	unknown	-3.205e-08	g	M428:LP-HYS	-1.828e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	173	u			273	SIO-Maud	unknown	-3.225e-08	g	M428:LP-HYS	-1.868e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	174	u			273	SIO-Maud	unknown	-3.241e-08	g	M428:LP-HYS	-1.908e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	175	u			273	SIO-Maud	unknown	-3.263e-08	g	M428:LP-HYS	-1.948e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	176	u			273	SIO-Maud	unknown	-3.284e-08	g	M428:LP-HYS	-1.988e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	177	u			273	SIO-Maud	unknown	-3.297e-08	g	M428:LP-HYS	-2.028e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	178	u			273	SIO-Maud	unknown	-3.319e-08	g	M428:LP-HYS	-2.068e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	179	u			273	SIO-Maud	unknown	-3.333e-08	g	M428:LP-HYS	-2.108e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	180	u			273	SIO-Maud	unknown	-3.350e-08	g	M428:LP-HYS	-2.148e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	181	u			273	SIO-Maud	unknown	-3.358e-08	g	M428:LP-HYS	-2.188e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	182	u			273	SIO-Maud	unknown	-3.369e-08	g	M428:LP-HYS	-2.228e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	183	u			273	SIO-Maud	unknown	-3.383e-08	g	M428:LP-HYS	-2.268e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	184	u			273	SIO-Maud	unknown	-3.396e-08	g	M428:LP-HYS	-2.308e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	185	u			273	SIO-Maud	unknown	-3.410e-08	g	M428:LP-HYS	-2.348e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	186	u			273	SIO-Maud	unknown	-3.424e-08	g	M428:LP-HYS	-2.388e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	187	u			273	SIO-Maud	unknown	-3.431e-08	g	M428:LP-HYS	-2.428e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	188	u			273	SIO-Maud	unknown	-3.441e-08	g	M428:LP-HYS	-2.468e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	189	u			273	SIO-Maud	unknown	-3.449e-08	g	M428:LP-HYS	-2.508e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	190	u			273	SIO-Maud	unknown	-3.456e-08	g	M428:LP-HYS	-2.548e-01	M428		LP-HYS	
273	This study	pmagpy-1.43b	191	u			273	SIO-Maud	unknown	-3.463e-08	g	M428:LP-HYS	-2.588e-01	M428		LP-HYS	
